"1917-09","Canada","2016A000011124","2002=100","8.0",
"1917-10","Canada","2016A000011124","2002=100","8.2",
"1917-11","Canada","2016A000011124","2002=100","8.2",
"1917-12","Canada","2016A000011124","2002=100","8.3",
"1918-01","Canada","2016A000011124","2002=100","8.4",
"1918-02","Canada","2016A000011124","2002=100","8.5",
"1918-03","Canada","2016A000011124","2002=100","8.6",
"1918-04","Canada","2016A000011124","2002=100","8.6",
"1918-05","Canada","2016A000011124","2002=100","8.7",
"1918-06","Canada","2016A000011124","2002=100","8.8",
"1918-07","Canada","2016A000011124","2002=100","8.9",
"1918-08","Canada","2016A000011124","2002=100","9.2",
"1918-09","Canada","2016A000011124","2002=100","9.2",
"1918-10","Canada","2016A000011124","2002=100","9.3",
"1918-11","Canada","2016A000011124","2002=100","9.4",
"1918-12","Canada","2016A000011124","2002=100","9.4",
"1919-01","Canada","2016A000011124","2002=100","9.5",
"1919-02","Canada","2016A000011124","2002=100","9.4",
"1919-03","Canada","2016A000011124","2002=100","9.4",
"1919-04","Canada","2016A000011124","2002=100","9.4",
"1919-05","Canada","2016A000011124","2002=100","9.7",
"1919-06","Canada","2016A000011124","2002=100","9.7",
"1919-07","Canada","2016A000011124","2002=100","9.8",
"1919-08","Canada","2016A000011124","2002=100","10.0",
"1919-09","Canada","2016A000011124","2002=100","10.0",
"1919-10","Canada","2016A000011124","2002=100","10.0",
"1919-11","Canada","2016A000011124","2002=100","10.1",
"1919-12","Canada","2016A000011124","2002=100","10.2",
"1920-01","Canada","2016A000011124","2002=100","10.6",
"1920-02","Canada","2016A000011124","2002=100","10.8",
"1920-03","Canada","2016A000011124","2002=100","11.2",
"1920-04","Canada","2016A000011124","2002=100","11.3",
"1920-05","Canada","2016A000011124","2002=100","11.6",
"1920-06","Canada","2016A000011124","2002=100","11.8",
"1920-07","Canada","2016A000011124","2002=100","11.8",
"1920-08","Canada","2016A000011124","2002=100","11.7",
"1920-09","Canada","2016A000011124","2002=100","11.5",
"1920-10","Canada","2016A000011124","2002=100","11.5",
"1920-11","Canada","2016A000011124","2002=100","11.3",
"1920-12","Canada","2016A000011124","2002=100","11.2",
"1921-01","Canada","2016A000011124","2002=100","11.0",
"1921-02","Canada","2016A000011124","2002=100","10.8",
"1921-03","Canada","2016A000011124","2002=100","10.5",
"1921-04","Canada","2016A000011124","2002=100","10.2",
"1921-05","Canada","2016A000011124","2002=100","10.0",
"1921-06","Canada","2016A000011124","2002=100","9.7",
"1921-07","Canada","2016A000011124","2002=100","9.7",
"1921-08","Canada","2016A000011124","2002=100","9.7",
"1921-09","Canada","2016A000011124","2002=100","9.7",
"1921-10","Canada","2016A000011124","2002=100","9.7",
"1921-11","Canada","2016A000011124","2002=100","9.4",
"1921-12","Canada","2016A000011124","2002=100","9.4",
"1922-01","Canada","2016A000011124","2002=100","9.4",
"1922-02","Canada","2016A000011124","2002=100","9.3",
"1922-03","Canada","2016A000011124","2002=100","9.2",
"1922-04","Canada","2016A000011124","2002=100","9.2",
"1922-05","Canada","2016A000011124","2002=100","9.1",
"1922-06","Canada","2016A000011124","2002=100","9.1",
"1922-07","Canada","2016A000011124","2002=100","9.1",
"1922-08","Canada","2016A000011124","2002=100","9.2",
"1922-09","Canada","2016A000011124","2002=100","9.2",
"1922-10","Canada","2016A000011124","2002=100","9.2",
"1922-11","Canada","2016A000011124","2002=100","9.2",
"1922-12","Canada","2016A000011124","2002=100","9.2",
"1923-01","Canada","2016A000011124","2002=100","9.2",
"1923-02","Canada","2016A000011124","2002=100","9.2",
"1923-03","Canada","2016A000011124","2002=100","9.3",
"1923-04","Canada","2016A000011124","2002=100","9.2",
"1923-05","Canada","2016A000011124","2002=100","9.2",
"1923-06","Canada","2016A000011124","2002=100","9.2",
"1923-07","Canada","2016A000011124","2002=100","9.1",
"1923-08","Canada","2016A000011124","2002=100","9.2",
"1923-09","Canada","2016A000011124","2002=100","9.2",
"1923-10","Canada","2016A000011124","2002=100","9.2",
"1923-11","Canada","2016A000011124","2002=100","9.2",
"1923-12","Canada","2016A000011124","2002=100","9.2",
"1924-01","Canada","2016A000011124","2002=100","9.2",
"1924-02","Canada","2016A000011124","2002=100","9.2",
"1924-03","Canada","2016A000011124","2002=100","9.2",
"1924-04","Canada","2016A000011124","2002=100","9.0",
"1924-05","Canada","2016A000011124","2002=100","8.9",
"1924-06","Canada","2016A000011124","2002=100","8.8",
"1924-07","Canada","2016A000011124","2002=100","8.8",
"1924-08","Canada","2016A000011124","2002=100","9.0",
"1924-09","Canada","2016A000011124","2002=100","9.0",
"1924-10","Canada","2016A000011124","2002=100","9.0",
"1924-11","Canada","2016A000011124","2002=100","9.1",
"1924-12","Canada","2016A000011124","2002=100","9.1",
"1925-01","Canada","2016A000011124","2002=100","9.2",
"1925-02","Canada","2016A000011124","2002=100","9.2",
"1925-03","Canada","2016A000011124","2002=100","9.2",
"1925-04","Canada","2016A000011124","2002=100","9.1",
"1925-05","Canada","2016A000011124","2002=100","9.0",
"1925-06","Canada","2016A000011124","2002=100","9.0",
"1925-07","Canada","2016A000011124","2002=100","9.0",
"1925-08","Canada","2016A000011124","2002=100","9.1",
"1925-09","Canada","2016A000011124","2002=100","9.1",
"1925-10","Canada","2016A000011124","2002=100","9.2",
"1925-11","Canada","2016A000011124","2002=100","9.2",
"1925-12","Canada","2016A000011124","2002=100","9.3",
"1926-01","Canada","2016A000011124","2002=100","9.2",
"1926-02","Canada","2016A000011124","2002=100","9.2",
"1926-03","Canada","2016A000011124","2002=100","9.2",
"1926-04","Canada","2016A000011124","2002=100","9.2",
"1926-05","Canada","2016A000011124","2002=100","9.2",
"1926-06","Canada","2016A000011124","2002=100","9.2",
"1926-07","Canada","2016A000011124","2002=100","9.2",
"1926-08","Canada","2016A000011124","2002=100","9.2",
"1926-09","Canada","2016A000011124","2002=100","9.2",
"1926-10","Canada","2016A000011124","2002=100","9.2",
"1926-11","Canada","2016A000011124","2002=100","9.2",
"1926-12","Canada","2016A000011124","2002=100","9.2",
"1927-01","Canada","2016A000011124","2002=100","9.2",
"1927-02","Canada","2016A000011124","2002=100","9.2",
"1927-03","Canada","2016A000011124","2002=100","9.1",
"1927-04","Canada","2016A000011124","2002=100","9.0",
"1927-05","Canada","2016A000011124","2002=100","9.0",
"1927-06","Canada","2016A000011124","2002=100","9.0",
"1927-07","Canada","2016A000011124","2002=100","9.1",
"1927-08","Canada","2016A000011124","2002=100","9.0",
"1927-09","Canada","2016A000011124","2002=100","9.0",
"1927-10","Canada","2016A000011124","2002=100","9.0",
"1927-11","Canada","2016A000011124","2002=100","9.1",
"1927-12","Canada","2016A000011124","2002=100","9.1",
"1928-01","Canada","2016A000011124","2002=100","9.2",
"1928-02","Canada","2016A000011124","2002=100","9.2",
"1928-03","Canada","2016A000011124","2002=100","9.1",
"1928-04","Canada","2016A000011124","2002=100","9.1",
"1928-05","Canada","2016A000011124","2002=100","9.0",
"1928-06","Canada","2016A000011124","2002=100","9.0",
"1928-07","Canada","2016A000011124","2002=100","9.0",
"1928-08","Canada","2016A000011124","2002=100","9.2",
"1928-09","Canada","2016A000011124","2002=100","9.2",
"1928-10","Canada","2016A000011124","2002=100","9.2",
"1928-11","Canada","2016A000011124","2002=100","9.2",
"1928-12","Canada","2016A000011124","2002=100","9.2",
"1929-01","Canada","2016A000011124","2002=100","9.2",
"1929-02","Canada","2016A000011124","2002=100","9.2",
"1929-03","Canada","2016A000011124","2002=100","9.2",
"1929-04","Canada","2016A000011124","2002=100","9.1",
"1929-05","Canada","2016A000011124","2002=100","9.2",
"1929-06","Canada","2016A000011124","2002=100","9.2",
"1929-07","Canada","2016A000011124","2002=100","9.2",
"1929-08","Canada","2016A000011124","2002=100","9.2",
"1929-09","Canada","2016A000011124","2002=100","9.2",
"1929-10","Canada","2016A000011124","2002=100","9.3",
"1929-11","Canada","2016A000011124","2002=100","9.3",
"1929-12","Canada","2016A000011124","2002=100","9.4",
"1930-01","Canada","2016A000011124","2002=100","9.4",
"1930-02","Canada","2016A000011124","2002=100","9.4",
"1930-03","Canada","2016A000011124","2002=100","9.3",
"1930-04","Canada","2016A000011124","2002=100","9.2",
"1930-05","Canada","2016A000011124","2002=100","9.2",
"1930-06","Canada","2016A000011124","2002=100","9.2",
"1930-07","Canada","2016A000011124","2002=100","9.2",
"1930-08","Canada","2016A000011124","2002=100","9.2",
"1930-09","Canada","2016A000011124","2002=100","8.9",
"1930-10","Canada","2016A000011124","2002=100","8.9",
"1930-11","Canada","2016A000011124","2002=100","8.9",
"1930-12","Canada","2016A000011124","2002=100","8.8",
"1931-01","Canada","2016A000011124","2002=100","8.7",
"1931-02","Canada","2016A000011124","2002=100","8.6",
"1931-03","Canada","2016A000011124","2002=100","8.5",
"1931-04","Canada","2016A000011124","2002=100","8.4",
"1931-05","Canada","2016A000011124","2002=100","8.3",
"1931-06","Canada","2016A000011124","2002=100","8.2",
"1931-07","Canada","2016A000011124","2002=100","8.1",
"1931-08","Canada","2016A000011124","2002=100","8.2",
"1931-09","Canada","2016A000011124","2002=100","8.1",
"1931-10","Canada","2016A000011124","2002=100","7.9",
"1931-11","Canada","2016A000011124","2002=100","7.9",
"1931-12","Canada","2016A000011124","2002=100","7.9",
"1932-01","Canada","2016A000011124","2002=100","7.8",
"1932-02","Canada","2016A000011124","2002=100","7.6",
"1932-03","Canada","2016A000011124","2002=100","7.6",
"1932-04","Canada","2016A000011124","2002=100","7.6",
"1932-05","Canada","2016A000011124","2002=100","7.4",
"1932-06","Canada","2016A000011124","2002=100","7.4",
"1932-07","Canada","2016A000011124","2002=100","7.4",
"1932-08","Canada","2016A000011124","2002=100","7.4",
"1932-09","Canada","2016A000011124","2002=100","7.4",
"1932-10","Canada","2016A000011124","2002=100","7.3",
"1932-11","Canada","2016A000011124","2002=100","7.3",
"1932-12","Canada","2016A000011124","2002=100","7.3",
"1933-01","Canada","2016A000011124","2002=100","7.2",
"1933-02","Canada","2016A000011124","2002=100","7.2",
"1933-03","Canada","2016A000011124","2002=100","7.1",
"1933-04","Canada","2016A000011124","2002=100","7.1",
"1933-05","Canada","2016A000011124","2002=100","7.1",
"1933-06","Canada","2016A000011124","2002=100","7.1",
"1933-07","Canada","2016A000011124","2002=100","7.1",
"1933-08","Canada","2016A000011124","2002=100","7.2",
"1933-09","Canada","2016A000011124","2002=100","7.2",
"1933-10","Canada","2016A000011124","2002=100","7.1",
"1933-11","Canada","2016A000011124","2002=100","7.1",
"1933-12","Canada","2016A000011124","2002=100","7.1",
"1934-01","Canada","2016A000011124","2002=100","7.2",
"1934-02","Canada","2016A000011124","2002=100","7.2",
"1934-03","Canada","2016A000011124","2002=100","7.3",
"1934-04","Canada","2016A000011124","2002=100","7.3",
"1934-05","Canada","2016A000011124","2002=100","7.2",
"1934-06","Canada","2016A000011124","2002=100","7.2",
"1934-07","Canada","2016A000011124","2002=100","7.2",
"1934-08","Canada","2016A000011124","2002=100","7.2",
"1934-09","Canada","2016A000011124","2002=100","7.2",
"1934-10","Canada","2016A000011124","2002=100","7.2",
"1934-11","Canada","2016A000011124","2002=100","7.2",
"1934-12","Canada","2016A000011124","2002=100","7.2",
"1935-01","Canada","2016A000011124","2002=100","7.2",
"1935-02","Canada","2016A000011124","2002=100","7.2",
"1935-03","Canada","2016A000011124","2002=100","7.2",
"1935-04","Canada","2016A000011124","2002=100","7.2",
"1935-05","Canada","2016A000011124","2002=100","7.2",
"1935-06","Canada","2016A000011124","2002=100","7.2",
"1935-07","Canada","2016A000011124","2002=100","7.2",
"1935-08","Canada","2016A000011124","2002=100","7.2",
"1935-09","Canada","2016A000011124","2002=100","7.3",
"1935-10","Canada","2016A000011124","2002=100","7.3",
"1935-11","Canada","2016A000011124","2002=100","7.4",
"1935-12","Canada","2016A000011124","2002=100","7.4",
"1936-01","Canada","2016A000011124","2002=100","7.4",
"1936-02","Canada","2016A000011124","2002=100","7.4",
"1936-03","Canada","2016A000011124","2002=100","7.4",
"1936-04","Canada","2016A000011124","2002=100","7.3",
"1936-05","Canada","2016A000011124","2002=100","7.3",
"1936-06","Canada","2016A000011124","2002=100","7.3",
"1936-07","Canada","2016A000011124","2002=100","7.4",
"1936-08","Canada","2016A000011124","2002=100","7.4",
"1936-09","Canada","2016A000011124","2002=100","7.4",
"1936-10","Canada","2016A000011124","2002=100","7.5",
"1936-11","Canada","2016A000011124","2002=100","7.5",
"1936-12","Canada","2016A000011124","2002=100","7.5",
"1937-01","Canada","2016A000011124","2002=100","7.6",
"1937-02","Canada","2016A000011124","2002=100","7.6",
"1937-03","Canada","2016A000011124","2002=100","7.6",
"1937-04","Canada","2016A000011124","2002=100","7.6",
"1937-05","Canada","2016A000011124","2002=100","7.6",
"1937-06","Canada","2016A000011124","2002=100","7.6",
"1937-07","Canada","2016A000011124","2002=100","7.6",
"1937-08","Canada","2016A000011124","2002=100","7.7",
"1937-09","Canada","2016A000011124","2002=100","7.7",
"1937-10","Canada","2016A000011124","2002=100","7.8",
"1937-11","Canada","2016A000011124","2002=100","7.8",
"1937-12","Canada","2016A000011124","2002=100","7.8",
"1938-01","Canada","2016A000011124","2002=100","7.7",
"1938-02","Canada","2016A000011124","2002=100","7.7",
"1938-03","Canada","2016A000011124","2002=100","7.8",
"1938-04","Canada","2016A000011124","2002=100","7.8",
"1938-05","Canada","2016A000011124","2002=100","7.7",
"1938-06","Canada","2016A000011124","2002=100","7.7",
"1938-07","Canada","2016A000011124","2002=100","7.8",
"1938-08","Canada","2016A000011124","2002=100","7.8",
"1938-09","Canada","2016A000011124","2002=100","7.7",
"1938-10","Canada","2016A000011124","2002=100","7.6",
"1938-11","Canada","2016A000011124","2002=100","7.6",
"1938-12","Canada","2016A000011124","2002=100","7.6",
"1939-01","Canada","2016A000011124","2002=100","7.6",
"1939-02","Canada","2016A000011124","2002=100","7.6",
"1939-03","Canada","2016A000011124","2002=100","7.6",
"1939-04","Canada","2016A000011124","2002=100","7.6",
"1939-05","Canada","2016A000011124","2002=100","7.6",
"1939-06","Canada","2016A000011124","2002=100","7.6",
"1939-07","Canada","2016A000011124","2002=100","7.6",
"1939-08","Canada","2016A000011124","2002=100","7.6",
"1939-09","Canada","2016A000011124","2002=100","7.6",
"1939-10","Canada","2016A000011124","2002=100","7.8",
"1939-11","Canada","2016A000011124","2002=100","7.8",
"1939-12","Canada","2016A000011124","2002=100","7.8",
"1940-01","Canada","2016A000011124","2002=100","7.8",
"1940-02","Canada","2016A000011124","2002=100","7.8",
"1940-03","Canada","2016A000011124","2002=100","7.9",
"1940-04","Canada","2016A000011124","2002=100","7.9",
"1940-05","Canada","2016A000011124","2002=100","7.9",
"1940-06","Canada","2016A000011124","2002=100","7.9",
"1940-07","Canada","2016A000011124","2002=100","8.0",
"1940-08","Canada","2016A000011124","2002=100","8.0",
"1940-09","Canada","2016A000011124","2002=100","8.1",
"1940-10","Canada","2016A000011124","2002=100","8.1",
"1940-11","Canada","2016A000011124","2002=100","8.1",
"1940-12","Canada","2016A000011124","2002=100","8.2",
"1941-01","Canada","2016A000011124","2002=100","8.2",
"1941-02","Canada","2016A000011124","2002=100","8.2",
"1941-03","Canada","2016A000011124","2002=100","8.2",
"1941-04","Canada","2016A000011124","2002=100","8.2",
"1941-05","Canada","2016A000011124","2002=100","8.2",
"1941-06","Canada","2016A000011124","2002=100","8.4",
"1941-07","Canada","2016A000011124","2002=100","8.5",
"1941-08","Canada","2016A000011124","2002=100","8.6",
"1941-09","Canada","2016A000011124","2002=100","8.7",
"1941-10","Canada","2016A000011124","2002=100","8.7",
"1941-11","Canada","2016A000011124","2002=100","8.8",
"1941-12","Canada","2016A000011124","2002=100","8.7",
"1942-01","Canada","2016A000011124","2002=100","8.7",
"1942-02","Canada","2016A000011124","2002=100","8.7",
"1942-03","Canada","2016A000011124","2002=100","8.8",
"1942-04","Canada","2016A000011124","2002=100","8.8",
"1942-05","Canada","2016A000011124","2002=100","8.8",
"1942-06","Canada","2016A000011124","2002=100","8.8",
"1942-07","Canada","2016A000011124","2002=100","8.9",
"1942-08","Canada","2016A000011124","2002=100","8.9",
"1942-09","Canada","2016A000011124","2002=100","8.8",
"1942-10","Canada","2016A000011124","2002=100","8.9",
"1942-11","Canada","2016A000011124","2002=100","9.0",
"1942-12","Canada","2016A000011124","2002=100","9.0",
"1943-01","Canada","2016A000011124","2002=100","8.8",
"1943-02","Canada","2016A000011124","2002=100","8.8",
"1943-03","Canada","2016A000011124","2002=100","8.8",
"1943-04","Canada","2016A000011124","2002=100","9.0",
"1943-05","Canada","2016A000011124","2002=100","9.0",
"1943-06","Canada","2016A000011124","2002=100","9.0",
"1943-07","Canada","2016A000011124","2002=100","9.1",
"1943-08","Canada","2016A000011124","2002=100","9.1",
"1943-09","Canada","2016A000011124","2002=100","9.2",
"1943-10","Canada","2016A000011124","2002=100","9.2",
"1943-11","Canada","2016A000011124","2002=100","9.2",
"1943-12","Canada","2016A000011124","2002=100","9.2",
"1944-01","Canada","2016A000011124","2002=100","9.1",
"1944-02","Canada","2016A000011124","2002=100","9.1",
"1944-03","Canada","2016A000011124","2002=100","9.1",
"1944-04","Canada","2016A000011124","2002=100","9.1",
"1944-05","Canada","2016A000011124","2002=100","9.1",
"1944-06","Canada","2016A000011124","2002=100","9.1",
"1944-07","Canada","2016A000011124","2002=100","9.1",
"1944-08","Canada","2016A000011124","2002=100","9.1",
"1944-09","Canada","2016A000011124","2002=100","9.1",
"1944-10","Canada","2016A000011124","2002=100","9.1",
"1944-11","Canada","2016A000011124","2002=100","9.1",
"1944-12","Canada","2016A000011124","2002=100","9.0",
"1945-01","Canada","2016A000011124","2002=100","9.0",
"1945-02","Canada","2016A000011124","2002=100","9.1",
"1945-03","Canada","2016A000011124","2002=100","9.1",
"1945-04","Canada","2016A000011124","2002=100","9.1",
"1945-05","Canada","2016A000011124","2002=100","9.1",
"1945-06","Canada","2016A000011124","2002=100","9.2",
"1945-07","Canada","2016A000011124","2002=100","9.2",
"1945-08","Canada","2016A000011124","2002=100","9.2",
"1945-09","Canada","2016A000011124","2002=100","9.2",
"1945-10","Canada","2016A000011124","2002=100","9.2",
"1945-11","Canada","2016A000011124","2002=100","9.2",
"1945-12","Canada","2016A000011124","2002=100","9.2",
"1946-01","Canada","2016A000011124","2002=100","9.2",
"1946-02","Canada","2016A000011124","2002=100","9.2",
"1946-03","Canada","2016A000011124","2002=100","9.2",
"1946-04","Canada","2016A000011124","2002=100","9.2",
"1946-05","Canada","2016A000011124","2002=100","9.2",
"1946-06","Canada","2016A000011124","2002=100","9.4",
"1946-07","Canada","2016A000011124","2002=100","9.5",
"1946-08","Canada","2016A000011124","2002=100","9.6",
"1946-09","Canada","2016A000011124","2002=100","9.6",
"1946-10","Canada","2016A000011124","2002=100","9.7",
"1946-11","Canada","2016A000011124","2002=100","9.7",
"1946-12","Canada","2016A000011124","2002=100","9.7",
"1947-01","Canada","2016A000011124","2002=100","9.7",
"1947-02","Canada","2016A000011124","2002=100","9.7",
"1947-03","Canada","2016A000011124","2002=100","9.8",
"1947-04","Canada","2016A000011124","2002=100","9.9",
"1947-05","Canada","2016A000011124","2002=100","10.1",
"1947-06","Canada","2016A000011124","2002=100","10.2",
"1947-07","Canada","2016A000011124","2002=100","10.3",
"1947-08","Canada","2016A000011124","2002=100","10.3",
"1947-09","Canada","2016A000011124","2002=100","10.6",
"1947-10","Canada","2016A000011124","2002=100","10.8",
"1947-11","Canada","2016A000011124","2002=100","10.9",
"1947-12","Canada","2016A000011124","2002=100","11.1",
"1948-01","Canada","2016A000011124","2002=100","11.2",
"1948-02","Canada","2016A000011124","2002=100","11.4",
"1948-03","Canada","2016A000011124","2002=100","11.4",
"1948-04","Canada","2016A000011124","2002=100","11.5",
"1948-05","Canada","2016A000011124","2002=100","11.6",
"1948-06","Canada","2016A000011124","2002=100","11.8",
"1948-07","Canada","2016A000011124","2002=100","11.8",
"1948-08","Canada","2016A000011124","2002=100","11.9",
"1948-09","Canada","2016A000011124","2002=100","12.1",
"1948-10","Canada","2016A000011124","2002=100","12.1",
"1948-11","Canada","2016A000011124","2002=100","12.1",
"1948-12","Canada","2016A000011124","2002=100","12.1",
"1949-01","Canada","2016A000011124","2002=100","12.1",
"1949-02","Canada","2016A000011124","2002=100","12.1",
"1949-03","Canada","2016A000011124","2002=100","12.1",
"1949-04","Canada","2016A000011124","2002=100","12.1",
"1949-05","Canada","2016A000011124","2002=100","12.1",
"1949-06","Canada","2016A000011124","2002=100","12.1",
"1949-07","Canada","2016A000011124","2002=100","12.1",
"1949-08","Canada","2016A000011124","2002=100","12.2",
"1949-09","Canada","2016A000011124","2002=100","12.2",
"1949-10","Canada","2016A000011124","2002=100","12.3",
"1949-11","Canada","2016A000011124","2002=100","12.3",
"1949-12","Canada","2016A000011124","2002=100","12.2",
"1950-01","Canada","2016A000011124","2002=100","12.1",
"1950-02","Canada","2016A000011124","2002=100","12.2",
"1950-03","Canada","2016A000011124","2002=100","12.3",
"1950-04","Canada","2016A000011124","2002=100","12.3",
"1950-05","Canada","2016A000011124","2002=100","12.3",
"1950-06","Canada","2016A000011124","2002=100","12.3",
"1950-07","Canada","2016A000011124","2002=100","12.4",
"1950-08","Canada","2016A000011124","2002=100","12.5",
"1950-09","Canada","2016A000011124","2002=100","12.7",
"1950-10","Canada","2016A000011124","2002=100","12.9",
"1950-11","Canada","2016A000011124","2002=100","12.9",
"1950-12","Canada","2016A000011124","2002=100","12.9",
"1951-01","Canada","2016A000011124","2002=100","13.0",
"1951-02","Canada","2016A000011124","2002=100","13.3",
"1951-03","Canada","2016A000011124","2002=100","13.4",
"1951-04","Canada","2016A000011124","2002=100","13.6",
"1951-05","Canada","2016A000011124","2002=100","13.6",
"1951-06","Canada","2016A000011124","2002=100","13.9",
"1951-07","Canada","2016A000011124","2002=100","13.9",
"1951-08","Canada","2016A000011124","2002=100","14.0",
"1951-09","Canada","2016A000011124","2002=100","14.1",
"1951-10","Canada","2016A000011124","2002=100","14.2",
"1951-11","Canada","2016A000011124","2002=100","14.3",
"1951-12","Canada","2016A000011124","2002=100","14.3",
"1952-01","Canada","2016A000011124","2002=100","14.4",
"1952-02","Canada","2016A000011124","2002=100","14.3",
"1952-03","Canada","2016A000011124","2002=100","14.2",
"1952-04","Canada","2016A000011124","2002=100","14.2",
"1952-05","Canada","2016A000011124","2002=100","14.1",
"1952-06","Canada","2016A000011124","2002=100","14.1",
"1952-07","Canada","2016A000011124","2002=100","14.1",
"1952-08","Canada","2016A000011124","2002=100","14.1",
"1952-09","Canada","2016A000011124","2002=100","14.1",
"1952-10","Canada","2016A000011124","2002=100","14.1",
"1952-11","Canada","2016A000011124","2002=100","14.1",
"1952-12","Canada","2016A000011124","2002=100","14.1",
"1953-01","Canada","2016A000011124","2002=100","14.1",
"1953-02","Canada","2016A000011124","2002=100","14.0",
"1953-03","Canada","2016A000011124","2002=100","13.9",
"1953-04","Canada","2016A000011124","2002=100","13.9",
"1953-05","Canada","2016A000011124","2002=100","13.9",
"1953-06","Canada","2016A000011124","2002=100","13.9",
"1953-07","Canada","2016A000011124","2002=100","13.9",
"1953-08","Canada","2016A000011124","2002=100","14.1",
"1953-09","Canada","2016A000011124","2002=100","14.1",
"1953-10","Canada","2016A000011124","2002=100","14.2",
"1953-11","Canada","2016A000011124","2002=100","14.1",
"1953-12","Canada","2016A000011124","2002=100","14.1",
"1954-01","Canada","2016A000011124","2002=100","14.1",
"1954-02","Canada","2016A000011124","2002=100","14.1",
"1954-03","Canada","2016A000011124","2002=100","14.0",
"1954-04","Canada","2016A000011124","2002=100","14.0",
"1954-05","Canada","2016A000011124","2002=100","14.0",
"1954-06","Canada","2016A000011124","2002=100","14.1",
"1954-07","Canada","2016A000011124","2002=100","14.1",
"1954-08","Canada","2016A000011124","2002=100","14.2",
"1954-09","Canada","2016A000011124","2002=100","14.2",
"1954-10","Canada","2016A000011124","2002=100","14.2",
"1954-11","Canada","2016A000011124","2002=100","14.2",
"1954-12","Canada","2016A000011124","2002=100","14.1",
"1955-01","Canada","2016A000011124","2002=100","14.1",
"1955-02","Canada","2016A000011124","2002=100","14.1",
"1955-03","Canada","2016A000011124","2002=100","14.1",
"1955-04","Canada","2016A000011124","2002=100","14.1",
"1955-05","Canada","2016A000011124","2002=100","14.1",
"1955-06","Canada","2016A000011124","2002=100","14.1",
"1955-07","Canada","2016A000011124","2002=100","14.1",
"1955-08","Canada","2016A000011124","2002=100","14.1",
"1955-09","Canada","2016A000011124","2002=100","14.2",
"1955-10","Canada","2016A000011124","2002=100","14.2",
"1955-11","Canada","2016A000011124","2002=100","14.2",
"1955-12","Canada","2016A000011124","2002=100","14.2",
"1956-01","Canada","2016A000011124","2002=100","14.2",
"1956-02","Canada","2016A000011124","2002=100","14.1",
"1956-03","Canada","2016A000011124","2002=100","14.1",
"1956-04","Canada","2016A000011124","2002=100","14.1",
"1956-05","Canada","2016A000011124","2002=100","14.1",
"1956-06","Canada","2016A000011124","2002=100","14.3",
"1956-07","Canada","2016A000011124","2002=100","14.4",
"1956-08","Canada","2016A000011124","2002=100","14.5",
"1956-09","Canada","2016A000011124","2002=100","14.4",
"1956-10","Canada","2016A000011124","2002=100","14.5",
"1956-11","Canada","2016A000011124","2002=100","14.6",
"1956-12","Canada","2016A000011124","2002=100","14.6",
"1957-01","Canada","2016A000011124","2002=100","14.6",
"1957-02","Canada","2016A000011124","2002=100","14.6",
